LON,LAT,EDO,CLAVE,ESTACION,01/07/18,,,,,
-99.17,19.4,DF,RCMDF,"Radio ComunicaciÛn, Cd. de MÈx.",110.5,,,,,
-99,19.166667,DF,SANDF,"Santa Ana, Cd. de MÈx.",37.3,,,,,
-99.275,19.328611,DF,SBADF,"San Bartolo Ameyalco, Cd. de MÈx.",180.4,,,,,
-99.028889,19.338333,DF,SCMDF,"Santa Cruz Meyehualco, Cd. de MÈx.",82.6,,,,,
-99.122222,19.572222,DF,SGDDF,"Sierra Guadalupe, Cd. de MÈx.",63.8,,,,,
-99.066667,19.466667,DF,SJADF,"San Juan de AragÛn, Cd. de MÈx.",105.1,,,,,
-99.009722,19.281389,DF,SPPDF,"San Pedro Tl·huac, Cd. de MÈx.",84.8,,,,,
-98.960556,19.320833,DF,SSCDF,"SubestaciÛn ElÈctrica Santa Catarina, Cd. de MÈx.",56.9,,,,,
-99.1425,19.556111,DF,TCMDF,"Tanque Chalmita, Cd. de MÈx.",111.5,,,,,
-99.272222,19.373056,DF,TECDF,"Tanque el Cartero, Cd. de MÈx.",181.4,,,,,
-99.246389,19.333889,DF,TELDF,"Tanque el Lienzo, Cd. de MÈx.",151.6,,,,,
-99.098889,19.385556,DF,TEZDF,"Tezontle, Cd. de MÈx. SMN*",78.0,,,,,
-99.211667,19.399167,DF,TNGDF,"Tri·ngulo, Cd. de MÈx.",93.2,,,,,
-99.135833,19.199444,DF,TPJDF,"Topilejo, Cd. de MÈx.",90.9,,,,,
-99.084722,19.440833,DF,TPNDF,"Tanque PeÒÛn, Cd. de MÈx.",88.1,,,,,
-99.2125,19.361944,DF,TRGDF,"Tarango, Cd. de MÈx.",148.2,,,,,
-99.248611,19.316667,DF,TSFDF,"Tanque San Francisco, Cd. de MÈx.",200.9,,,,,
-99.228611,19.436389,DF,TSJDF,"Tanque San JoaquÌn, Cd. de MÈx.",64.5,,,,,
-99.264444,19.359722,DF,TSLDF,"Trif. Santa LucÌa, Cd. de MÈx.",150.3,,,,,
-98.970833,19.210278,DF,TTLDF,"Tetelco, Cd. de MÈx.",42.9,,,,,
-99.211667,19.510278,DF,VDCDF,"Vaso de Cristo, MÈx.",97.5,,,,,
-104.493889,26.226389,DGO,APRDR,"Ing. BenjamÌn Ortega Cantero, Dgo.",11.3,,,,,
-104.7,24,DGO,CAGDR,"Campo AgrÌcola, Dgo.",78.0,,,,,
-104.8,24.516667,DGO,CB2DR,"Caboraca (hidro), Dgo.",51.0,,,,,
-104.810278,24.538333,DGO,CBRDR,"Caboraca, Dgo.",51.0,,,,,
-104.123333,26.521667,DGO,CEBDR,"Ceballos, Dgo.",18.5,,,,,
-104.121111,24.4375,DGO,CGVDR,"Ciudad Guadalupe Victoria, Dgo.",78.6,,,,,
-103.521667,25.533333,DGO,CLRDR,"Ciudad Lerdo, Dgo.",10.6,,,,,
-103.698889,24.871944,DGO,CNCDR,"CuencamÈ, Dgo.",27.0,,,,,
-104.75,24.5,DGO,CNTDR,"Canatl·n, Dgo.",74.2,,,,,
-104.666667,24.033333,DGO,DRGDR,"Durango, Dgo.",82.7,,,,,
-103.960278,24.001667,DGO,FV2DR,"Francisco Villa (hidro), Dgo.",72.1,,,,,
-103.960833,24.001667,DGO,FVLDR,"Francisco Villa, Dgo.",73.1,,,,,
-103.773611,25.270833,DGO,FZRDR,"Francisco Zarco, Dgo.",39.8,,,,,
-105.25,25.5,DGO,GESDR,"General Escobedo, Dgo.",64.0,,,,,
-105.955556,25.934722,DGO,GNCDR,"Guanacevit, Dgo.",123.0,,,,,
-104.753056,23.961111,DGO,GVCDR,"Presidente Guadalupe Victoria, Dgo.",114.2,,,,,
-104.751944,23.960278,DGO,GVHDR,"Guadalupe Victoria, Dgo. (hidro)",114.2,,,,,
-103.983333,26.549722,DGO,LAFLOR,"La Flor de Jimulco, Dgo. SMN*",17.4,,,,,
-105.015833,25.594167,DGO,LCRDR,"L·zaro C·rdenas, Dgo.",49.0,,,,,
-103.283889,25.068056,DGO,LFLDR,"La Flor, Dgo.",5.4,,,,,
-105.466111,24.185833,DGO,LVEDR,"Las Vegas, Dgo. SMN*",179.2,,,,,
-104.246944,23.387778,DGO,MICHILIA,"La Michilia, Dgo. SMN*",87.4,,,,,
-103.85,25.816667,DGO,MPMDR,"MapimÌ, Dgo.",20.0,,,,,
-104.113889,25.225556,DGO,NZSDR,"Nazas, Dgo.",44.0,,,,,
-104.655556,24.237222,DGO,PA2DR,"PeÒa del ¡guila, Dgo. (hidro)",105.1,,,,,
-104.656667,24.203889,DGO,PAGDR,"PeÒa del ¡guila, Dgo.",105.1,,,,,
-104.558333,25.181944,DGO,RDODR,"Rodeo, Dgo.",90.0,,,,,
-106.366667,26.133333,DGO,ROSDR,"La Rosilla, Dgo.",133.0,,,,,
-105.443056,25.225,DGO,SACDR,"SalomÈ Acosta, Dgo.",58.7,,,,,
-105.331111,26.433056,DGO,SANANTONIO,"San Antonio, Dgo. SGT*",41.0,,,,,
-104.673889,23.873333,DGO,SB2DR,"Santiago Bayacora (hidro), Dgo.",38.9,,,,,
-105.526667,26.004444,DGO,SBEDR,"San Bernardo, Dgo.",57.8,,,,,
-104.675833,23.874444,DGO,SBYDR,"Santiago Bayacora, Dgo.",38.9,,,,,
-103.353056,24.469167,DGO,SCLDR,"Santa Clara, Dgo.",68.0,,,,,
-103.079722,24.608333,DGO,SELDR,"Santa Elena, Dgo.",42.0,,,,,
-105.560833,26.436667,DGO,SGBDR,"San Gabriel, Dgo.",62.0,,,,,
-102.778056,24.630556,DGO,SJGDR,"San Juan de Guadalupe, Dgo.",0.0,,,,,
-105.366667,25.953333,DGO,SMODR,"Santa MarÌa del Oro, Dgo.",49.5,,,,,
-104.2925,25.564167,DGO,SPGDR,"San Pedro del Gallo, Dgo.",30.7,,,,,
-105.422222,25.0375,DGO,SPPDR,"Santiago Papasquiaro, Dgo.",88.8,,,,,
-105.566667,26.084444,DGO,SRDDR,"Sardinas, Dgo.",52.1,,,,,
-106.538056,24.702222,DGO,TDRDR,"El Tule del Real, Dgo.",104.0,,,,,
-103.441667,26.1125,DGO,THODR,"Tlahualilo, Dgo.",49.2,,,,,
-105.725,25.341111,DGO,TLHDR,"Tepehuanes, Dgo.",18.7,,,,,
-106.975,24.933333,DGO,TMZDR,"Tamazula, Dgo.",177.2,,,,,
-104.928889,26.2425,DGO,VHGDR,"Villa Hidalgo, Dgo.",96.5,,,,,
-105.506111,26.447778,DGO,VOCDR,"Villa Ocampo, Dgo.",62.0,,,,,
-99.906667,16.849722,GRO,ACAGR,"Acapulco, Gro.",33.6,,,,,
-99.749167,16.762778,GRO,ACUGR,"Acapulco, Gro. SMN*",35.0,,,,,
-99.516944,17.576389,GRO,AERGR,"Aeropuerto de Chilpancingo, Gro.",111.6,,,,,
-100.5175,18.075833,GRO,AFIGR,"AndrÈs Figueroa, Gro.",136.7,,,,,
-98.975278,17.719722,GRO,AHUGR,"Ahuacuotzingo, Gro.",76.7,,,,,
-99.799722,16.751111,GRO,AOMGR,"Observatorio de Aeropuerto de Acapulco, Gro.",64.5,,,,,
-99.104722,18.106944,GRO,ATENANGOCFE,"Atenango del RÌo, Gro. CFE*",40.7,,,,,
-100.44,17.209444,GRO,ATOYAC,"Atoyac SMN, Gro.",160.4,,,,,
-100.433333,17.210278,GRO,ATYGR,"Atoyac, Gro.",88.7,,,,,
-99.1,16.949444,GRO,AYUGR,"Ayutla, Gro.",89.6,,,,,
-99.2,18.2,GRO,BVSGR,"Buena Vista, Gro.",90.0,,,,,
-100.891111,18.463333,GRO,CAIMANERACFE,"Caimanera, Gro. CFE*",61.2,,,,,
-100.664444,18.359444,GRO,CALGR,"Ciudad Altamirano, Gro.",76.1,,,,,
-99.701111,17.672222,GRO,CCHGR,"Chichihualco, Gro.",120.0,,,,,
-100.089444,17.008889,GRO,CDBGR,"Coyuca de BenÌtez, Gro.",34.0,,,,,
-99.5,17.545278,GRO,CHIGR,"Chilpancingo, Gro.",66.1,,,,,
-99.175833,17.608611,GRO,CHLGR,"Chilapa, Gro.",68.5,,,,,
-98.411944,16.47,GRO,CNLGR,"Cuajinicuilapa, Gro.",36.4,,,,,
-99.914722,16.879722,GRO,CPRGR,"Colonia Progreso (Calle Durango), Gro.",32.8,,,,,
-99.831944,16.855556,GRO,CUHGR,"Coloso (Unidad Habitacional el Coloso), Gro.",94.5,,,,,
-101.054444,17.376944,GRO,CYQGR,"Coyuquilla, Gro.",117.5,,,,,
-99.995556,17.947778,GRO,ECAGR,"Ing. Carlos RamÌrez Ulloa, Gro.",182.0,,,,,
-99.983333,17.983333,GRO,ELCARACOLCFE,"El Caracol, Gro. CFE*",173.9,,,,,
-99.332778,18.3025,GRO,HTZGR,"Huitzuco, Gro.",48.5,,,,,
-99.55,18.349722,GRO,IGLGR,"Iguala, Gro.",101.6,,,,,
-99.524167,18.360278,GRO,IGUALA,"Iguala, Gro. SMN*",73.0,,,,,
-98.513333,17.6225,GRO,IXTGR,"Ixcateopan de Tlapa, Gro.",80.9,,,,,
-99.783333,16.966667,GRO,K21GR,"km 21, Gro.",12.5,,,,,
-99.845556,16.932222,GRO,LCIGR,"L·zaro C·rdenas (Col. Industrial), Gro.",108.0,,,,,
-101.003056,18.418611,GRO,LCLGR,"La Calera, Gro.",83.6,,,,,
-100.018056,16.958333,GRO,LDCGR,"Laguna de Coyuca, Gro.",105.2,,,,,
-99.235,16.76,GRO,LDGGR,"Las Vigas, Gro.",49.0,,,,,
-99.503056,18.363333,GRO,LDTGR,"Laguna de Tuxpan, Gro.",101.6,,,,,
-99.799722,16.8,GRO,ODAGR,"Observatorio de Acapulco, Gro.",57.9,,,,,
-99.5,17.6,GRO,ODZGR,"Observatorio de Zumpango, Gro.",124.9,,,,,
-98.735,17.777222,GRO,OLNGR,"Olinala, Gro.",63.5,,,,,
-98.433333,16.683333,GRO,OMEGR,"Ometepec, Gro.",126.2,,,,,
-98.888333,18.020833,GRO,PAPALUTLACFE,"Papalutla, Gro. CFE*",48.5,,,,,
-99.433333,17.984444,GRO,PETGR,"Petaquillas, Gro.",118.5,,,,,
-98.500556,16.655833,GRO,QTZGR,"Quetzala, Gro.",109.8,,,,,
-99.166111,16.823611,GRO,RMEGR,"RevoluciÛn Mexicana, Gro.",49.0,,,,,
-100.472778,17.139444,GRO,SJEGR,"San JerÛnimo, Gro.",78.5,,,,,
-99.516944,17.920833,GRO,SJTETELCINGOCFE,"San Juan Tetelcingo, Gro. CFE*",31.2,,,,,
-99.482778,16.796389,GRO,SNMGR,"San Marcos, Gro.",37.0,,,,,
-99.605278,18.554444,GRO,TAXGR,"Taxco, Gro.",134.0,,,,,
-99.526389,17.1675,GRO,TCOGR,"Tierra Colorada, Gro.",89.0,,,,,
-99.976389,17.789722,GRO,TLAGR,"Tlacotepec, Gro.",116.1,,,,,
-98.6,17.5,GRO,TLPGR,"Tlapa, Gro.",70.5,,,,,
-99.399444,17.568056,GRO,TXTGR,"Tixtla, Gro.",129.9,,,,,
-100.265833,18.382778,GRO,VGRGR,"Vicente Guerrero, Gro.",148.9,,,,,
-98.488333,17.903889,GRO,XXHGR,"Xochihuehuetl·n, Gro.",47.5,,,,,
-99.933333,17.603333,GRO,YXTGR,"Yextla, Gro.",71.1,,,,,
-101.545,17.863333,GRO,ZHTGR,"Zihuatanejo, Gro.",86.7,,,,,
-101.516667,20.433333,GTO,ABSGJ,"Abasolo, Gto.",115.3,,,,,
-100.716667,20.033333,GTO,ACNGJ,"Ac·mbaro, Gto.",109.1,,,,,
-100.683333,20.533333,GTO,AEGGJ,"Apaseo el Grande, Gto.",84.3,,,,,
-100.583333,20.55,GTO,AMCGJ,"Ameche, Gto.",71.5,,,,,
-101.370833,20.712778,GTO,ANSGJ,"Arandas, Gto.",111.8,,,,,
-100.620833,20.454167,GTO,APSGJ,"Apaseo el Alto, Gto.",93.5,,,,,
-101.625556,20.499167,GTO,ATBGJ,"Agua Tibia, Gto.",106.5,,,,,
-101.631667,21.2925,GTO,BARBOSA,"Barbosa, Gto. ProtecciÛn Civil*",73.0,,,,,
-101.833333,21.05,GTO,BRRGJ,"El Barrial, Gto.",58.1,,,,,
-100.899722,20.280278,GTO,CBOGJ,"El Cubo, Gto. SGT*",56.8,,,,,
-100.816667,20.533333,GTO,CLYGJ,"Celaya, Gto.",171.4,,,,,
-100.363333,20.198333,GTO,CORGJ,"Coroneo, Gto.",73.6,,,,,
-101.630278,20.506667,GTO,CORRALEJO,"Corralejo Hidalgo, Gto. ProtecciÛn Civil*",108.3,,,,,
-101.666667,20.616667,GTO,CRMGJ,"Cuer·maro, Gto.",93.2,,,,,
-100.95,20.483333,GTO,CRTGJ,"Cort·zar, Gto.",79.9,,,,,
-100.9,20.95,GTO,CSRGJ,"Cinco SeÒores, Gto.",51.0,,,,,
-101.666667,21.2,GTO,CSTGJ,"Los Castillos, Gto.",91.2,,,,,
-100.933333,21.15,GTO,DHGGJ,"Dolores Hidalgo, Gto.",35.8,,,,,
-101.835278,21.05,GTO,EBAGJ,"El Barrial, Gto.",26.2,,,,,
-100.5,20.2,GTO,ECBGJ,"El Cubo, Gto.",66.1,,,,,
-101.2,20.9,GTO,ECHGJ,"El ChapÌn, Gto.",66.9,,,,,
-101.366667,20.733333,GTO,ECNGJ,"El Conejo, Gto.",111.4,,,,,
-101.688056,21.173333,GTO,EPLGJ,"El Palote, Gto.",149.6,,,,,
-101.7425,20.439167,GTO,GLNGJ,"La Golondrina, Gto.",83.0,,,,,
-101.265,21.012222,GTO,GTOGJ,"Guanajuato, Gto.",52.1,,,,,
-100.825833,20.848056,GTO,IALGJ,"Ignacio Allende, Gto.",58.0,,,,,
-101.35,20.683333,GTO,IRPGJ,"Irapuato, Gto.",89.4,,,,,
-100.516667,20.133333,GTO,JCRGJ,"JerÈcuaro, Gto.",114.7,,,,,
-100.525833,20.610278,GTO,LADGJ,"Las Adjuntas, Gto.",160.2,,,,,
-101.073056,20.286944,GTO,LDYGJ,"Laguna de Yuriria, Gto.",53.6,,,,,
-101.666667,21.1,GTO,LENGJ,"LeÛn, Gto.",146.4,,,,,
-100.866667,20.383333,GTO,LGVGJ,"Puente la Gavia, Gto.",74.0,,,,,
-101.358889,20.276111,GTO,LJIGJ,"Las JÌcamas, Gto.",82.0,,,,,
-101.106944,21.3225,GTO,LQMGJ,"La Quemada, Gto.",46.2,,,,,
-101.516667,21.633333,GTO,OCMGJ,"Ocampo, Gto.",13.0,,,,,
-100.9,21.1,GTO,PDLGJ,"Puente Dolores, Gto.",38.0,,,,,
-101.133333,20.516667,GTO,PERGJ,"Pericos, Gto.",81.4,,,,,
-100.496111,21.22,GTO,POZGJ,"Pozos, Gto.",65.3,,,,,
-101.287778,20.867222,GTO,PRSGJ,"La PurÌsima, Gto.",101.2,,,,,
-101.216667,21.483333,GTO,SFEGJ,"San Felipe, Gto.",50.6,,,,,
-101.016667,20.4,GTO,SJLGJ,"Santa Julia, Gto.",89.7,,,,,
-101.199444,20.565278,GTO,SLMGJ,"Salamanca, Gto.",43.8,,,,,
-100.516667,21.3,GTO,SLPGJ,"San Luis de la Paz, Gto.",12.0,,,,,
-100.667222,20.051667,GTO,SLSGJ,"SolÌs, Gto.",115.1,,,,,
-100.884722,20.214167,GTO,SLVGJ,"Salvatierra, Gto.",118.8,,,,,
-101.016389,20.430833,GTO,SMAGJ,"San Miguel de Allende, Gto.",17.6,,,,,
-100.745833,20.577778,GTO,SMOGJ,"San Miguel Octopan, Gto.",74.6,,,,,
-101.066667,20.3,GTO,SRTGJ,"Santa Rita, Gto.",50.9,,,,,
-100.75,20.283333,GTO,TARGJ,"Tarimoro, Gto.",121.6,,,,,
-101.3,20.6,GTO,TEMGJ,"TemascatÌo, Gto.",90.2,,,,,
-100.8,20.5,GTO,TGRGJ,"Tres Guerras, Gto.",94.1,,,,,
-101.182222,20.388611,GTO,VDSGJ,"Valle de Santiago, Gto.",65.0,,,,,
-100.0925,21.298889,GTO,XICGJ,"Xich˙, Gto.",4.0,,,,,
-98.941667,20.268056,HGO,ACTHD,"Actopan, Hgo.",19.5,,,,,
-98.333333,21.016667,HGO,ATCHD,"Atlapexco, Hgo.",34.5,,,,,
-99.36,20.163889,HGO,ENDHD,"EndhÛ, Hgo.",18.0,,,,,
-99.648889,20.371389,HGO,HCPHD,"Huichapan, Hgo.",22.1,,,,,
-98.416667,21.15,HGO,HJTHD,"Huejutla, Hgo.",35.0,,,,,
-98.366667,21.154722,HGO,HUEHD,"Huejutla, Hgo. SMN*",0.0,,,,,
-99.706944,20.32,HGO,HUICHAPAN,"Huichapan, Hgo. SMN*",23.3,,,,,
-99.220833,20.481944,HGO,IXMHD,"Ixmiquilpan, Hgo.",43.7,,,,,
-98.590556,19.759167,HGO,LAAGRARIA,"La Agraria, OCAVM*",6.6,,,,,
-98.128889,20.136111,HGO,LAGUNASGT,"La Laguna, Hgo. SGT*",71.1,,,,,
-99.348056,20.056667,HGO,LASROSAS,"Las Rosas, Hgo. OCAVM*",40.2,,,,,
-98.757222,20.591667,HGO,LMTHD,"Metztitl·n, Hgo.",20.0,,,,,
-99.218611,20.2375,HGO,MXQHD,"Mixquiahuala, Hgo.",40.5,,,,,
-98.6,21.166667,HGO,ORZHD,"San Felipe Orizatl·n, Hgo.",69.6,,,,,
-98.7475,20.123333,HGO,PCOHD,"Observatorio de Pachuca, Hgo.",9.3,,,,,
-98.334722,20.0575,HGO,PERHD,"La Esperanza, Hgo.",15.1,,,,,
-99.329444,20.359722,HGO,PRGHD,"Javier Rojo GÛmez, Hgo.",55.0,,,,,
-99.310833,19.963056,HGO,PRQHD,"Requena, Hgo.",44.5,,,,,
-99.375833,20.435556,HGO,PVAHD,"Vicente Aguirre, Hgo.",55.1,,,,,
-98.825556,19.882778,HGO,TEZONTEPEC,"Tezontepec, Hgo. OCAVM*",4.0,,,,,
-98.369444,20.083333,HGO,TLGHD,"Tulancingo, Hgo.",31.9,,,,,
-99.385,19.835278,HGO,TXMHD,"Taxhimay, Hgo.",46.5,,,,,
-99.501111,20.663333,HGO,ZMPHD,"Ing. Fernando Hiriart Balderrama, Hgo.",29.5,,,,,
-98.647222,20.652778,HGO,ZXTHD,"Zacualtip·n, Hgo.",101.3,,,,,
-103.133333,20.316667,JAL,ACHAPALAGDL,"Acueducto Chapala-Guadalajara, Jal. SGT*",89.6,,,,,
-103.591111,20.424444,JAL,ACTJL,"Acatl·n, Jal.",10.0,,,,,
-102.436944,21.599444,JAL,AJJJL,"Ajoj˙car, Jal.",95.5,,,,,
-103.091944,20.397222,JAL,ATQJL,"Atequiza, Jal.",138.0,,,,,
-103.446389,20.746667,JAL,BAZJL,"Base AÈrea Zapopan, Jal.",52.1,,,,,
-104.061111,19.913611,JAL,BBAJL,"Basilio Vadillo, Jal.",46.0,,,,,
-103.726111,22.4,JAL,BCSJL,"Bocas, Jal.",141.9,,,,,
-103.783611,21.830556,JAL,BLNJL,"BolaÒos, Jal.",120.4,,,,,
-103.465278,19.697778,JAL,CGZJL,"Ciudad Guzm·n, Jal.",109.1,,,,,
-105.044722,19.498611,JAL,CHAMELA,"Chamela-Cuixmala, Jal. SMN*",33.2,,,,,
-104.566667,19.233333,JAL,CIHJL,"Cihuatl·n, Jal.",26.1,,,,,
-103.25,22.133333,JAL,CLTJL,"Colotl·n, Jal.",119.5,,,,,
-105.129722,19.9975,JAL,CPEJL,"CajÛn de PeÒa, Jal.",245.0,,,,,
-104.780833,20.479722,JAL,CRNJL,"Corrinchis, Jal.",343.0,,,,,
-101.7375,21.497778,JAL,CRTJL,"El Cuarenta, Jal.",56.3,,,,,
-102.7825,20.341389,JAL,CUIJL,"Cuitzeo, Jal.",78.0,,,,,
-105.05,20.583333,JAL,CULJL,"Cuale, Jal.",374.9,,,,,
-102.85,21.133333,JAL,CUNJL,"La CuÒa, Jal.",184.1,,,,,
-103.45,21.066667,JAL,CXTJL,"Cuixtla, Jal.",152.7,,,,,
-102.976111,20.681389,JAL,EGCJL,"Ing. ElÌas Gonz·lez Ch·vez, Jal.",0.0,,,,,
-102.705,21.037222,JAL,ESLJL,"El Salto, Jal.",8.5,,,,,
-103.333333,20.733333,JAL,EXPJL,"La Experiencia, Jal.",210.0,,,,,
-102.766667,20.298056,JAL,FTEJL,"El Fuerte, Jal.",52.0,,,,,
-103.373889,20.672778,JAL,GUAJL,"Guadalajara Centro, Jal.",268.6,,,,,
-103.4,20.7,JAL,GUCJL,"Guadalajara los Colomos, Jal.",269.7,,,,,
-103.651111,20.466944,JAL,HRTJL,"Hurtado, Jal.",207.5,,,,,
-102.25,20.483333,JAL,HUAJL,"Huascato, Jal.",150.6,,,,,
-102.705833,20.293889,JAL,JMYJL,"Jamay, Jal.",89.3,,,,,
-103.415,20.274444,JAL,JOCJL,"Jocotepec, Jal. SMN*",40.5,,,,,
-103.426111,21.048611,JAL,LABOQUILLACFE,"La Boquilla, Jal. CFE*",7.5,,,,,
-103.644167,20.676389,JAL,LAPRIMAVERA,"La Primavera, Jal. SMN*",213.6,,,,,
-103.12,20.18,JAL,LDCJL,"Lago de Chapala, Jal.",150.9,,,,,
-101.919722,21.359722,JAL,LDMJL,"Lagos de Moreno, Jal.",97.8,,,,,
-103.590833,19.592222,JAL,NEVADOCOLIMA,"Nevado de Colima, Jal. SMN*",149.0,,,,,
-101.916667,21.366667,JAL,OLMJL,"Observatorio de Lagos de Moreno, Jal.",93.3,,,,,
-102.530833,21.336389,JAL,PELSABINOCFE,"Paso el Sabino, Jal. CFE*",91.3,,,,,
-103.361667,20.583889,JAL,PITJL,"ProtecciÛn a Infraestructura y AtenciÛn a Emergencias, Jal.",166.9,,,,,
-104.105833,21.196944,JAL,PLYJL,"La Yesca, Jal.",62.9,,,,,
-102.231944,20.491111,JAL,POLJL,"Ing. Guillermo Lugo Sanabria, Jal.",150.6,,,,,
-104.05,20.55,JAL,RAMJL,"RÌo Ameca, Jal.",135.9,,,,,
-102.815278,20.718889,JAL,REDJL,"La Red, Jal.",0.0,,,,,
-105.133611,19.998611,JAL,RTOJL,"RÌo Tomatl·n, Jal. SMN*",145.0,,,,,
-101.835556,21.359167,JAL,SA1JL,"La Sauceda, Jal.",62.5,,,,,
-102.509444,21.284722,JAL,SANGASPARCFE,"San Gaspar, Jal. CFE*",125.0,,,,,
-101.85,21.35,JAL,SAUCEDACFE,"Sauceda, Jal. CFE*",62.0,,,,,
-101.85,21.35,JAL,SAUJL,"La Sauceda, Jal.",64.9,,,,,
-103.425833,21.038611,JAL,SCRISTOBAL2CFE,"San CristÛbal 2, Jal. CFE*",172.0,,,,,
-102.5,21.3,JAL,SGRJL,"San Gaspar de los Reyes, Jal.",45.6,,,,,
-103.705556,20.908889,JAL,SRSJL,"Santa Rosa, Jal.",77.8,,,,,
-103.705556,20.909444,JAL,STAROSACFE,"Santa Rosa, Jal. CFE*",108.2,,,,,
-102.583333,21.45,JAL,TCAJL,"Teocaltiche, Jal.",133.1,,,,,
-104.320278,20.036111,JAL,TCTJL,"Tacot·n, Jal.",174.3,,,,,
-103.198611,22.171944,JAL,TENJL,"Tenasco, Jal.",118.3,,,,,
-103.316667,20.583333,JAL,TLAJL,"Tlaquepaque, Jal.",204.8,,,,,
-103.419444,20.4425,JAL,TLAJOMULCO,"Tlajomulco, Jal. SMN*",119.8,,,,,
-104.370278,19.976111,JAL,TMLJL,"RamÛn Corona Madrigal General, Jal.",87.5,,,,,
-103.845833,20.596389,JAL,VEGJL,"Ing. Santiago Camarena, Jal.",209.6,,,,,
-103.366667,20.716667,JAL,ZPPJL,"Zapopan, Jal.",87.0,,,,,
-99.377222,19.377222,MEX,2RSMX,"Dos RÌos, MÈx.",206.0,,,,,
-99.216667,19.566667,MEX,ARBMX,"Las Arboledas, MÈx.",111.9,,,,,
-98.912222,19.543611,MEX,ATEMX,"Atenco (RÌo Xalapan), MÈx.",16.7,,,,,
-99.866667,19.783333,MEX,ATPMX,"Atlacomulco Prepa., MÈx.",111.8,,,,,
-99.589444,19.775,MEX,BUFMX,"La ConcepciÛn, Mex.",92.0,,,,,
-99.7,19.333333,MEX,CALMX,"Calixtlahuaca, MÈx.",148.6,,,,,
-99.298611,19.406667,MEX,CDBMX,"CaÌda del Borracho, MÈx.",188.2,,,,,
-99.511667,19.205,MEX,CGCMX,"Gerencia Conagua CODAGEM, MÈx.",138.8,,,,,
-98.888611,19.494167,MEX,CHAPINGO,"Chapingo, MÈx. SGT*",43.8,,,,,
-100.116667,19.2,MEX,CHIMX,"Chilesdo, MÈx.",170.5,,,,,
-98.884722,19.483333,MEX,CHPMX,"Chapingo, MÈx.",71.3,,,,,
-99.239444,19.534167,MEX,CLYMX,"Calacoaya, MÈx.",129.9,,,,,
-99.304444,19.695,MEX,CNPMX,"La ConcepciÛn, MÈx.",92.0,,,,,
-99.631667,19.292222,MEX,COBMX,"Observatorio de Estado de MÈxico, MÈx.",174.4,,,,,
-100.183333,19.101667,MEX,COLMX,"Colorines, MÈx.",101.5,,,,,
-99.559722,19.884722,MEX,DNXMX,"DanxhÛ, MÈx.",78.5,,,,,
-99.238333,19.453611,MEX,EMOMX,"El Molinito RÌo Hondo, MÈx.",146.5,,,,,
-98.916944,19.578889,MEX,GRDMX,"La Grande, MÈx.",42.0,,,,,
-99.696944,20.046389,MEX,HPNMX,"Huapango, MÈx.",117.1,,,,,
-99.769444,19.5675,MEX,IXCMX,"Ixtlahuaca, MÈx.",74.3,,,,,
-98.643056,19.095556,MEX,IXTAPOPO,"Ixtapopo, MÈx. SMN*",145.2,,,,,
-99.05,19.633333,MEX,K27MX,"km 27+250, MÈx.",71.5,,,,,
-100.075833,19.383333,MEX,LBEMX,"Los Berros, MÈx.",131.1,,,,,
-99.220833,19.477778,MEX,MBLMX,"Molino Blanco, MÈx.",124.5,,,,,
-99.683333,19.116667,MEX,NEVMX,"Nevado de Toluca, MÈx. SMN*",110.3,,,,,
-99.193611,19.616667,MEX,OBSMX,"San MartÌn Obispo, MÈx.",106.6,,,,,
-99.175,19.575,MEX,PBTMX,"Planta Barrientos, MÈx.",9.9,,,,,
-99.025,19.65,MEX,PCCMX,"Planta Chiconautla 2, MÈx.",144.3,,,,,
-99.181944,19.743056,MEX,PCGMX,"Puente Colgante, MÈx.",60.0,,,,,
-99.010278,19.636944,MEX,PCTMX,"Planta Chiconautla 1, MÈx.",99.1,,,,,
-99.790278,19.829167,MEX,PFBMX,"Francisco JosÈ Trinidad Fabela, MÈx.",55.0,,,,,
-99.775,19.461667,MEX,PIRMX,"Ignacio RamÌrez, MÈx.",140.4,,,,,
-99.248889,19.429444,MEX,PLMMX,"Palmas, MÈx.",146.8,,,,,
-99.260833,19.526944,MEX,PMDMX,"MadÌn, MÈx.",129.7,,,,,
-99.739722,20.124167,MEX,PMNMX,"El Molino, MÈx.",110.1,,,,,
-99.864444,20.038611,MEX,PNDMX,"—adÛ, MÈx.",123.1,,,,,
-99.268056,19.524444,MEX,PREMX,"Presa MadÌçn, MÈx. SMN*",75.0,,,,,
-99.213333,19.408333,MEX,PTLMX,"Presa Totolica, MÈx.",155.1,,,,,
-98.911111,19.530556,MEX,SADMX,"San AndrÈs (Texcoco), MÈx.",89.2,,,,,
-99.704722,19.465833,MEX,SBBMX,"JosÈ Antonio Alzate, MÈx.",158.0,,,,,
-98.870833,19.190278,MEX,SLAMX,"San Luis Ameca, MÈx.",60.6,,,,,
-99.741667,19.591667,MEX,SLBMX,"San Bartolo del Llano, MÈx.",82.0,,,,,
-99.8,19.633333,MEX,SMLMX,"Santa MarÌa del Llano, MÈx.",129.0,,,,,
-99.285,19.574444,MEX,SNJMX,"San Juan, Mex.",106.3,,,,,
-98.858611,19.644722,MEX,SNLMX,"San Lucas, Mex.",97.3,,,,,
